Transaction_ID,Date,Scope,Category,Description,Amount,Income_vs_Expense,Profit_vs_Loss,Balance_Sheet_Category,Debit_vs_Credit,Payment_Method
TXN-10315,2025-05-01,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",688.55,Expense,Loss,Asset,Debit,Checking Account
TXN-11085,2025-05-01,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,1030.12,Income,Profit,Asset,Credit,Digital Wallet
TXN-10965,2025-05-02,Business,Product Sales Revenue,Direct cash/card sales to customers,567.23,Income,Profit,Asset,Credit,ACH Transfer
TXN-10446,2025-05-02,Business,Product Sales Revenue,Direct cash/card sales to customers,1460.01,Income,Profit,Asset,Credit,Checking Account
TXN-10637,2025-05-02,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,4319.41,Income,Profit,Asset,Credit,Credit Card
TXN-10888,2025-05-02,Household,Dining Out,Restaurant bill / food delivery,45.63,Expense,Loss,Asset,Debit,Cash
TXN-11161,2025-05-02,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",14240.29,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10078,2025-05-03,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,3921.76,Income,Profit,Asset,Credit,Credit Card
TXN-10246,2025-05-03,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",5555.54,Asset Acquisition,Neutral,Asset,Debit,Cash
TXN-10190,2025-05-04,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2571.83,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10458,2025-05-04,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3718.12,Expense,Loss,Asset,Debit,Digital Wallet
TXN-11013,2025-05-04,Household,Salary / Wages,Monthly salary direct deposit,3803.63,Income,Profit,Asset,Credit,Wire Transfer
TXN-10450,2025-05-04,Business,Loan Interest Expense,Interest charge on business debt/credit lines,552.98,Expense,Loss,Liability,Debit,Cash
TXN-10735,2025-05-04,Business,Product Sales Revenue,Direct cash/card sales to customers,1249.17,Income,Profit,Asset,Credit,Credit Card
TXN-10189,2025-05-04,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2296.13,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10251,2025-05-05,Business,Owner's Equity Injection,Capital contributed by business owner/investor,25555.39,Equity Injection,Neutral,Equity,Credit,Credit Card
TXN-10518,2025-05-06,Business,Owner's Equity Injection,Capital contributed by business owner/investor,41210.97,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-10878,2025-05-06,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,951.7,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10633,2025-05-06,Household,Groceries,Supermarket purchase (food/supplies),195.51,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10048,2025-05-07,Household,Utilities,"Electricity, water, and gas bills",129.43,Expense,Loss,Liability,Debit,Cash
TXN-10596,2025-05-08,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,1075.13,Income,Profit,Asset,Credit,ACH Transfer
TXN-10833,2025-05-08,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1996.11,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10797,2025-05-08,Household,Dining Out,Restaurant bill / food delivery,30.36,Expense,Loss,Asset,Debit,Cash
TXN-10901,2025-05-08,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,784.18,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10061,2025-05-08,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",703.23,Expense,Loss,Asset,Debit,Checking Account
TXN-11010,2025-05-08,Household,Groceries,Supermarket purchase (food/supplies),46.94,Expense,Loss,Asset,Debit,Checking Account
TXN-10136,2025-05-08,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,3252.41,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10059,2025-05-08,Household,Utilities,"Electricity, water, and gas bills",122.15,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10740,2025-05-08,Household,Utilities,"Electricity, water, and gas bills",224.67,Expense,Loss,Liability,Debit,Cash
TXN-10682,2025-05-10,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,6706.5,Equity Withdrawal,Neutral,Equity,Debit,Cash
TXN-11024,2025-05-10,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",197.24,Expense,Loss,Asset,Debit,Cash
TXN-11075,2025-05-10,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1923.19,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10466,2025-05-10,Business,Owner's Equity Injection,Capital contributed by business owner/investor,6647.93,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-10239,2025-05-10,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,4556.01,Income,Profit,Asset,Credit,ACH Transfer
TXN-11172,2025-05-11,Business,Loan Interest Expense,Interest charge on business debt/credit lines,53.95,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10280,2025-05-11,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",543.13,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10372,2025-05-11,Household,Dining Out,Restaurant bill / food delivery,45.39,Expense,Loss,Asset,Debit,Checking Account
TXN-10667,2025-05-12,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,9396.97,Income,Profit,Asset,Credit,ACH Transfer
TXN-10444,2025-05-12,Household,Salary / Wages,Monthly salary direct deposit,3254.79,Income,Profit,Asset,Credit,Credit Card
TXN-11040,2025-05-13,Household,Dining Out,Restaurant bill / food delivery,91.14,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10141,2025-05-13,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",608.62,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10899,2025-05-14,Business,Product Sales Revenue,Direct cash/card sales to customers,3717.39,Income,Profit,Asset,Credit,Credit Card
TXN-11044,2025-05-14,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3010.74,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10159,2025-05-14,Household,Groceries,Supermarket purchase (food/supplies),119.61,Expense,Loss,Asset,Debit,Credit Card
TXN-10843,2025-05-15,Household,Salary / Wages,Monthly salary direct deposit,3255.1,Income,Profit,Asset,Credit,Checking Account
TXN-10035,2025-05-15,Household,Salary / Wages,Monthly salary direct deposit,5901.61,Income,Profit,Asset,Credit,Credit Card
TXN-10763,2025-05-15,Household,Utilities,"Electricity, water, and gas bills",227.55,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10975,2025-05-15,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",203.43,Expense,Loss,Asset,Debit,Cash
TXN-10301,2025-05-16,Household,Salary / Wages,Monthly salary direct deposit,4378.0,Income,Profit,Asset,Credit,ACH Transfer
TXN-10995,2025-05-16,Business,Office Rent & Lease,Commercial property rental fee,3223.7,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10066,2025-05-16,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",23383.4,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10515,2025-05-16,Business,Loan Interest Expense,Interest charge on business debt/credit lines,505.79,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10525,2025-05-17,Household,Utilities,"Electricity, water, and gas bills",178.91,Expense,Loss,Liability,Debit,Credit Card
TXN-10033,2025-05-17,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2805.8,Transfer,Neutral,Liability,Debit,Cash
TXN-10103,2025-05-17,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,72.54,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10223,2025-05-17,Household,Dining Out,Restaurant bill / food delivery,101.8,Expense,Loss,Asset,Debit,Checking Account
TXN-10182,2025-05-18,Business,Loan Interest Expense,Interest charge on business debt/credit lines,275.61,Expense,Loss,Liability,Debit,Credit Card
TXN-11019,2025-05-18,Household,Credit Card Payment,Credit card balance payoff from checking account,1047.06,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-11095,2025-05-18,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",6685.79,Asset Acquisition,Neutral,Asset,Debit,Checking Account
TXN-11078,2025-05-19,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,5359.58,Equity Withdrawal,Neutral,Equity,Debit,Digital Wallet
TXN-10710,2025-05-19,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,690.71,Expense,Loss,Asset,Debit,Checking Account
TXN-10870,2025-05-19,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,10085.97,Income,Profit,Asset,Credit,Wire Transfer
TXN-10365,2025-05-20,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1797.6,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10468,2025-05-20,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,2369.23,Income,Profit,Asset,Credit,Cash
TXN-10144,2025-05-20,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,130.83,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10678,2025-05-21,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,4750.17,Equity Withdrawal,Neutral,Equity,Debit,Cash
TXN-10287,2025-05-21,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",3178.16,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10323,2025-05-22,Household,Salary / Wages,Monthly salary direct deposit,5504.42,Income,Profit,Asset,Credit,Credit Card
TXN-11029,2025-05-22,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,8046.54,Income,Profit,Asset,Credit,Cash
TXN-10719,2025-05-22,Business,Office Rent & Lease,Commercial property rental fee,3394.96,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10796,2025-05-22,Household,Groceries,Supermarket purchase (food/supplies),222.08,Expense,Loss,Asset,Debit,Credit Card
TXN-10108,2025-05-23,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,10507.88,Income,Profit,Asset,Credit,Cash
TXN-10847,2025-05-23,Household,Dining Out,Restaurant bill / food delivery,23.78,Expense,Loss,Asset,Debit,Checking Account
TXN-10183,2025-05-23,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2586.94,Expense,Loss,Liability,Debit,Credit Card
TXN-10729,2025-05-24,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",20962.88,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10187,2025-05-24,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,10683.52,Income,Profit,Asset,Credit,Digital Wallet
TXN-11001,2025-05-24,Business,Product Sales Revenue,Direct cash/card sales to customers,3816.38,Income,Profit,Asset,Credit,Digital Wallet
TXN-10911,2025-05-24,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",287.0,Expense,Loss,Asset,Debit,Credit Card
TXN-10921,2025-05-24,Household,Salary / Wages,Monthly salary direct deposit,2705.07,Income,Profit,Asset,Credit,ACH Transfer
TXN-10200,2025-05-25,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",7369.42,Asset Acquisition,Neutral,Asset,Debit,Credit Card
TXN-10407,2025-05-25,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2059.6,Expense,Loss,Asset,Debit,Cash
TXN-10368,2025-05-26,Household,Utilities,"Electricity, water, and gas bills",229.21,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10434,2025-05-26,Household,Utilities,"Electricity, water, and gas bills",98.45,Expense,Loss,Liability,Debit,Credit Card
TXN-10410,2025-05-26,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",8543.91,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10834,2025-05-26,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",6019.1,Asset Acquisition,Neutral,Asset,Debit,Digital Wallet
TXN-10994,2025-05-27,Household,Utilities,"Electricity, water, and gas bills",270.84,Expense,Loss,Liability,Debit,Cash
TXN-10581,2025-05-27,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,8104.88,Income,Profit,Asset,Credit,Checking Account
TXN-10398,2025-05-27,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,568.31,Expense,Loss,Asset,Debit,Checking Account
TXN-10534,2025-05-27,Business,Owner's Equity Injection,Capital contributed by business owner/investor,29151.08,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-11153,2025-05-27,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,3132.43,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10467,2025-05-27,Household,Credit Card Payment,Credit card balance payoff from checking account,664.07,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10244,2025-05-28,Household,Dining Out,Restaurant bill / food delivery,61.0,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10781,2025-05-28,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1004.63,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10538,2025-05-28,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,720.6,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10350,2025-05-28,Household,Groceries,Supermarket purchase (food/supplies),166.09,Expense,Loss,Asset,Debit,Cash
TXN-10568,2025-05-28,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",103.86,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10225,2025-05-28,Business,Loan Interest Expense,Interest charge on business debt/credit lines,357.41,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10517,2025-05-29,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2425.72,Transfer,Neutral,Liability,Debit,Cash
TXN-11091,2025-05-29,Household,Groceries,Supermarket purchase (food/supplies),115.65,Expense,Loss,Asset,Debit,Digital Wallet
TXN-11064,2025-05-29,Business,Product Sales Revenue,Direct cash/card sales to customers,2133.28,Income,Profit,Asset,Credit,Wire Transfer
TXN-10794,2025-05-29,Business,Product Sales Revenue,Direct cash/card sales to customers,2641.4,Income,Profit,Asset,Credit,Wire Transfer
TXN-10379,2025-05-29,Business,Office Rent & Lease,Commercial property rental fee,2018.28,Expense,Loss,Liability,Debit,Checking Account
TXN-10780,2025-05-30,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,30.79,Expense,Loss,Asset,Debit,Credit Card
TXN-10727,2025-05-30,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,9083.62,Income,Profit,Asset,Credit,Digital Wallet
TXN-10733,2025-05-30,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",669.92,Expense,Loss,Asset,Debit,Checking Account
TXN-10034,2025-05-31,Household,Utilities,"Electricity, water, and gas bills",175.65,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10473,2025-05-31,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1463.63,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10748,2025-06-01,Household,Utilities,"Electricity, water, and gas bills",171.51,Expense,Loss,Liability,Debit,Checking Account
TXN-10837,2025-06-01,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",17215.74,Expense,Loss,Liability,Debit,Credit Card
TXN-10420,2025-06-01,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2519.97,Expense,Loss,Liability,Debit,Checking Account
TXN-11083,2025-06-01,Business,Office Rent & Lease,Commercial property rental fee,2221.68,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10069,2025-06-01,Household,Credit Card Payment,Credit card balance payoff from checking account,483.01,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10255,2025-06-02,Business,Product Sales Revenue,Direct cash/card sales to customers,3793.02,Income,Profit,Asset,Credit,Wire Transfer
TXN-10519,2025-06-02,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",12977.97,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10494,2025-06-03,Business,Product Sales Revenue,Direct cash/card sales to customers,3853.42,Income,Profit,Asset,Credit,Digital Wallet
TXN-11145,2025-06-03,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,6901.52,Equity Withdrawal,Neutral,Equity,Debit,Wire Transfer
TXN-10685,2025-06-03,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,245.73,Expense,Loss,Asset,Debit,Checking Account
TXN-10332,2025-06-04,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,4206.3,Equity Withdrawal,Neutral,Equity,Debit,Checking Account
TXN-11063,2025-06-06,Business,Loan Interest Expense,Interest charge on business debt/credit lines,166.91,Expense,Loss,Liability,Debit,Checking Account
TXN-10196,2025-06-06,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",177.04,Expense,Loss,Asset,Debit,Checking Account
TXN-10106,2025-06-06,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,4138.57,Expense,Loss,Asset,Debit,Credit Card
TXN-10530,2025-06-07,Business,Owner's Equity Injection,Capital contributed by business owner/investor,27381.66,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-10097,2025-06-07,Household,Groceries,Supermarket purchase (food/supplies),116.58,Expense,Loss,Asset,Debit,Checking Account
TXN-10881,2025-06-07,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",5286.88,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10499,2025-06-08,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1716.69,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10292,2025-06-08,Household,Groceries,Supermarket purchase (food/supplies),205.61,Expense,Loss,Asset,Debit,Checking Account
TXN-10850,2025-06-08,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2257.62,Expense,Loss,Liability,Debit,Digital Wallet
TXN-11007,2025-06-09,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2277.22,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10768,2025-06-10,Household,Dining Out,Restaurant bill / food delivery,27.38,Expense,Loss,Asset,Debit,Cash
TXN-10893,2025-06-10,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",342.42,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10197,2025-06-11,Household,Credit Card Payment,Credit card balance payoff from checking account,355.42,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-11051,2025-06-11,Household,Dining Out,Restaurant bill / food delivery,105.55,Expense,Loss,Asset,Debit,Credit Card
TXN-10774,2025-06-11,Household,Investment Returns,Stock dividend or savings interest payout,422.57,Income,Profit,Asset,Credit,Wire Transfer
TXN-10077,2025-06-11,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,7542.94,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10693,2025-06-11,Household,Investment Returns,Stock dividend or savings interest payout,17.67,Income,Profit,Asset,Credit,Credit Card
TXN-10567,2025-06-12,Business,Owner's Equity Injection,Capital contributed by business owner/investor,26591.15,Equity Injection,Neutral,Equity,Credit,Wire Transfer
TXN-10260,2025-06-12,Household,Groceries,Supermarket purchase (food/supplies),196.39,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10840,2025-06-12,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,833.52,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10269,2025-06-12,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",16789.58,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10949,2025-06-13,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,1005.86,Expense,Loss,Asset,Debit,Checking Account
TXN-10636,2025-06-13,Business,Loan Interest Expense,Interest charge on business debt/credit lines,454.23,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10522,2025-06-13,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,9076.2,Income,Profit,Asset,Credit,Cash
TXN-10752,2025-06-13,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",80.79,Expense,Loss,Asset,Debit,Checking Account
TXN-10661,2025-06-13,Business,Owner's Equity Injection,Capital contributed by business owner/investor,46144.87,Equity Injection,Neutral,Equity,Credit,Cash
TXN-10402,2025-06-14,Household,Credit Card Payment,Credit card balance payoff from checking account,986.51,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10869,2025-06-14,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,101.93,Expense,Loss,Asset,Debit,Digital Wallet
TXN-11003,2025-06-14,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",236.72,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10657,2025-06-14,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2826.54,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10507,2025-06-15,Household,Investment Returns,Stock dividend or savings interest payout,468.02,Income,Profit,Asset,Credit,Credit Card
TXN-10393,2025-06-15,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",6590.45,Asset Acquisition,Neutral,Asset,Debit,Digital Wallet
TXN-10327,2025-06-15,Business,Loan Interest Expense,Interest charge on business debt/credit lines,61.05,Expense,Loss,Liability,Debit,Cash
TXN-10807,2025-06-15,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",503.01,Expense,Loss,Asset,Debit,Cash
TXN-10274,2025-06-16,Household,Groceries,Supermarket purchase (food/supplies),207.19,Expense,Loss,Asset,Debit,Cash
TXN-10989,2025-06-16,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,3069.87,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10561,2025-06-16,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,3494.37,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10897,2025-06-17,Household,Credit Card Payment,Credit card balance payoff from checking account,392.82,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10849,2025-06-17,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1672.19,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10874,2025-06-17,Business,Product Sales Revenue,Direct cash/card sales to customers,525.78,Income,Profit,Asset,Credit,ACH Transfer
TXN-10294,2025-06-17,Business,Product Sales Revenue,Direct cash/card sales to customers,3401.54,Income,Profit,Asset,Credit,Credit Card
TXN-10160,2025-06-17,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",289.21,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11094,2025-06-18,Household,Investment Returns,Stock dividend or savings interest payout,185.19,Income,Profit,Asset,Credit,ACH Transfer
TXN-10322,2025-06-18,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,275.54,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10268,2025-06-18,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2534.21,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10195,2025-06-19,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1555.43,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10742,2025-06-19,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",24245.77,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10577,2025-06-19,Business,Office Rent & Lease,Commercial property rental fee,4728.11,Expense,Loss,Liability,Debit,Checking Account
TXN-10147,2025-06-19,Business,Office Rent & Lease,Commercial property rental fee,3941.75,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10110,2025-06-19,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,3317.71,Transfer,Neutral,Liability,Debit,Checking Account
TXN-10948,2025-06-19,Household,Dining Out,Restaurant bill / food delivery,93.26,Expense,Loss,Asset,Debit,Credit Card
TXN-10697,2025-06-19,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1651.54,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-11181,2025-06-19,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,4968.78,Income,Profit,Asset,Credit,Credit Card
TXN-10102,2025-06-20,Household,Investment Returns,Stock dividend or savings interest payout,393.37,Income,Profit,Asset,Credit,ACH Transfer
TXN-10257,2025-06-20,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2849.2,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10880,2025-06-21,Household,Salary / Wages,Monthly salary direct deposit,2505.12,Income,Profit,Asset,Credit,Digital Wallet
TXN-10128,2025-06-21,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",1425.69,Asset Acquisition,Neutral,Asset,Debit,Credit Card
TXN-10724,2025-06-21,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",361.01,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10358,2025-06-23,Business,Product Sales Revenue,Direct cash/card sales to customers,1676.95,Income,Profit,Asset,Credit,Credit Card
TXN-10342,2025-06-23,Business,Office Rent & Lease,Commercial property rental fee,5223.39,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10700,2025-06-24,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2089.3,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10008,2025-06-24,Business,Office Rent & Lease,Commercial property rental fee,2750.42,Expense,Loss,Liability,Debit,Credit Card
TXN-11123,2025-06-24,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",309.14,Expense,Loss,Asset,Debit,Checking Account
TXN-10958,2025-06-25,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1306.19,Expense,Loss,Liability,Debit,ACH Transfer
TXN-11143,2025-06-25,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",24350.82,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10089,2025-06-25,Household,Credit Card Payment,Credit card balance payoff from checking account,464.68,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-11036,2025-06-25,Household,Credit Card Payment,Credit card balance payoff from checking account,1144.51,Transfer,Neutral,Liability,Debit,Credit Card
TXN-11066,2025-06-25,Household,Dining Out,Restaurant bill / food delivery,119.59,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11096,2025-06-25,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,1077.77,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10747,2025-06-26,Household,Dining Out,Restaurant bill / food delivery,119.76,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10010,2025-06-26,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3097.88,Expense,Loss,Asset,Debit,Checking Account
TXN-10282,2025-06-26,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",790.48,Expense,Loss,Asset,Debit,Cash
TXN-10571,2025-06-27,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2663.22,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10175,2025-06-27,Household,Groceries,Supermarket purchase (food/supplies),151.88,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10437,2025-06-28,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",746.39,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10954,2025-06-29,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",15012.53,Expense,Loss,Liability,Debit,Checking Account
TXN-10792,2025-06-29,Business,Loan Interest Expense,Interest charge on business debt/credit lines,422.6,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10412,2025-06-29,Household,Dining Out,Restaurant bill / food delivery,47.57,Expense,Loss,Asset,Debit,Digital Wallet
TXN-11151,2025-06-30,Household,Utilities,"Electricity, water, and gas bills",203.7,Expense,Loss,Liability,Debit,Wire Transfer
